IsDangerous,Contents
1,Sulfuric acid
1,Knife
0,Notebook
1,Grenade
1,Explosives
1,Enriched uranium
1,Gunpowder
1,Simulated firearms
0,Toilet paper
1,Cyanide
1,Gun
0,Bananas
1,Illicit drugs
1,Gasoline
0,Calculator
1,lithium batteries
1,rat poison
1,Swiss knife
0,Notebook
1,Hydrochloric acid
1,radioactive substances
1,Plutonium
0,Office chair
1,Hunting knife
1,Opioids
1,Anthrax
0,Card game
1,Firearms
1,Corrosive substances
1,First aid kit
0,Cook Book
1,C4
1,Sulfuric acid
1,Knife
0,Notebook
1,Grenade
1,Explosives
1,Enriched uranium
1,Gunpowder
1,Simulated firearms
0,Toilet paper
1,Cyanide
1,Gun
0,Bananas
1,Illicit drugs
1,Gasoline
0,Calculator
1,lithium batteries
1,rat poison
1,Swiss knife
0,Notebook
1,Hydrochloric acid
1,radioactive substances
1,Plutonium
0,Office chair
1,Hunting knife
1,Opioids
1,Anthrax
0,Card game
1,Firearms
1,Corrosive substances
1,First aid kit
0,Cook Book
1,C4
1,Mercury chloride
1,Kitchen knife
1,Toxic gases
1,Pesticides
1,Chemical products
1,pressure cookers
0,Wristwatch
1,TNT
0,paper plates
1,Bombs
1,Hydrochloric acid
1,Anfo
0,Baseball cap
1,Arsenic
1,Matches
1,Firearm
1,Ammonium nitrate
1,DDT
0,Bottled water
1,Sulfuric acid
1,Explosive substances
0,Diary
1,white phosphorus
1,Vx
0,File
1,Polonium
1,Gas cylinders
1,asphyxiating gases
1,Hydrofluoric acid
1,Chemical weapons
0,Pen
1,Nerve gas
1,Flammable products
1,Silver nitrate
1,Biological weapons
1,Napalm
0,Stack
1,Anthrax
1,improvised explosive devices
0,Pencil
1,Sodium chloride
1,Hydrocyanic acid
0,Magazine
1,radioactive substances
0,Soccer ball
1,chemical warfare agents
1,Weapon of mass destruction
0,CD
1,Perchloric acid
1,Flammable substances
1,Toxins
1,Carbon monoxide
1,Mustard gas
1,shaped charge
1,Nitric acid
0,Key ring
1,potassium cyanide
1,Launch rockets
1,Chlorine gas
1,poisonous substances
1,incendiary bombs
1,Hazardous chemicals
1,Poison
1,Hydrofluoric acid
1,Neurotoxic agents
0,Flowers
1,Sarin gas
0,Paper
1,Corrosive substances
1,Radioactive material
1,Gas cylinders
1,cluster bombs
1,Explosives
1,Massive destruction weapons
1,Napalm
1,Biological weapons
1,Nitric acid
1,.22 caliber ammunition cartridges
1,Flammable aerosol cans
1,Rechargeable lithium batteries
1,Spray paint containing butane gas
1,Propane gas bottles for camping
1,Fireworks boxes
1,Hydrochloric acid bottles
1,Compressed gas cylinders for welding
1,Chemical waste drums
1,Fireworks Packages
1,medical oxygen tanks
1,Flammable lighter fluids
1,Pyrotechnic rocket boxes
1,Kerosene containers for lamps
1,Sulfuric acid bottles
1,Oil-based paint cans
1,Gasoline bottles for lawnmowers
1,Paint remover cans
1,Nitric acid containers
1,Explosive fertilizer bags
1,Paint cleaning solvent bottles
1,Matchstick packets
1,Hydrofluoric acid drums
1,Insecticide spray cans
1,Torch Fuel Cans
1,Signaling flare boxes
1,Flammable liquid drums
1,Aluminum powder bags
1,Lithium battery boxes
1,Sulfuric acid drums
1,Modeling glue containers
1,Hydrochloric acid bottles
1,Butane gas bottles for stoves
1,Spray paint cans
1,Rechargeable lead-acid batteries
1,Propane cylinders for barbecues
1,Phosphoric acid containers
1,Ammonium nitrate bags
1,Boxes of gunpowder firecrackers
1,Methylene Chloride Drums
1,Liquefied natural gas bottles
1,Drain cleaner bottles
1,Acetylene cylinders for welding
1,Sodium cyanide bags
1,Linseed oil drums
1,Insecticide Spray Cans
1,Hydrofluoric acid bottles
1,Acetic acid containers
1,Sulfuric acid drums
1,Liquid chlorine containers
1,Nitric acid bags
1,Ammonia bottles for cleaning
1,paint spray cans
1,Cans of wood adhesive
1,Party rocket boxes
1,Sodium hydroxide drums
1,Hydrogen peroxide bags
1,Citric acid drums
1,motor oil cans
1,Coolant bottles
1,High Power Firecracker Boxes
1,methanol drums
1,Hydrogen Fluoride Bags
1,Drums of diluted sulfuric acid
1,insecticide spray cans
1,Amphetamine hydrochloride bottles
1,Paint thinner bottles
1,Boxes of large caliber pyrotechnic rockets
1,Chlorine dioxide drums
1,Sulfuric acid bags
1,Propane gas canisters
1,Spray lacquer cans
1,Compressed natural gas bottles
1,Lead Acid Battery Cases
1,Potassium chlorate drums
1,Potassium permanganate bags
1,Hydrogen peroxide canisters
1,silicone spray cans
1,Bottles of diluted hydrochloric acid
1,Rocket boxes for celebrations
1,Sodium cyanide drums
1,Phosphorus pentoxide bags
1,Sodium hydroxide drums
1,Motorcycle Gasoline Cans
1,Bottles of diluted nitric acid
1,Rocket boxes for special events
1,Potassium hydroxide drums
1,Hydrochloric acid bags
1,Industrial methanol drums
1,insecticide spray cans
1,Acetone bottles for cleaning
1,Rocket boxes for birthday parties
1,Drums of dilute hydrofluoric acid
1,Hydrogen peroxide bags
1,Glacial Acetic Acid Drums
1,Graffiti Paint Spray Cans
1,Bottles of diluted hydrochloric acid
1,High Power Firecracker Boxes
1,Chlorine dioxide drums
1,Dilute sulfuric acid bags
1,Industrial propane gas canisters
1,Car Spray Lacquer Cans
1,Liquefied natural gas bottles for vehicles
1,Rechargeable Lead Acid Battery Cases
1,Potassium chlorate drums
1,Potassium permanganate bags
1,Hydrogen peroxide canisters
1,Silicone Spray Cans for Sealing
1,Bottles of diluted hydrochloric acid for cleaning
1,Rocket boxes for fireworks shows
1,Sodium cyanide drums
1,Phosphorus pentoxide bags
1,Industrial Sodium Hydroxide Drums
1,Gasoline cans for vehicles
1,Bottles of diluted nitric acid for cleaning
1,Festival Rocket Boxes
1,Industrial Potassium Hydroxide Drums
1,Dilute hydrochloric acid bags
1,Pure methanol drums
1,Garden Insecticide Spray Cans
1,Acetone bottles for paint thinner
1,Wedding rocket boxes
1,Industrial Hydrofluoric Acid Drums
1,Diluted hydrogen peroxide bags
1,Drums of diluted glacial acetic acid
1,Mural paint spray cans
1,Bottles of diluted hydrochloric acid for cleaning
1,High Power Festival Firecracker Boxes
1,Diluted chlorine dioxide drums
1,Dilute sulfuric acid bags
1,Diluted industrial propane gas canisters
1,Furniture Spray Lacquer Cans
1,Liquefied natural gas bottles for stoves
1,Diluted Lead Acid Battery Cases
1,Drums of diluted potassium chlorate
1,Bags of diluted potassium permanganate
1,Diluted hydrogen peroxide canisters
1,Silicone Spray Cans for Waterproofing
1,Bottles of diluted hydrochloric acid for cleaning
1,Rocket boxes for music festivals
1,Drums of diluted sodium cyanide
1,Bags of diluted phosphorus pentoxide
1,Drums of diluted sodium hydroxide
1,Diluted vehicle gasoline cans
1,Bottles of diluted nitric acid for cleaning
1,Rocket boxes for military parades
1,Drums of diluted potassium hydroxide
1,Dilute hydrochloric acid bags
1,Drums of diluted pure methanol
1,Diluted insecticide spray cans
1,Acetone bottles for diluted paint thinner
1,Rocket boxes for film festivals
1,Drums of diluted industrial hydrofluoric acid
1,Diluted hydrogen peroxide bags
1,Drums of diluted glacial acetic acid
1,Spray cans of diluted mural paint
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,Diluted Festival High Power Firecracker Boxes
1,Diluted chlorine dioxide drums
1,Dilute sulfuric acid bags
1,Diluted industrial propane gas canisters
1,Cans of diluted furniture spray lacquer
1,Diluted liquefied natural gas bottles for stoves
1,Diluted Lead Acid Battery Cases
1,Drums of diluted potassium chlorate
1,Bags of diluted potassium permanganate
1,Diluted hydrogen peroxide canisters
1,Diluted silicone waterproofing spray cans
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,Diluted Music Festival Rocket Boxes
1,Drums of diluted sodium cyanide
1,Bags of diluted phosphorus pentoxide
1,Drums of diluted sodium hydroxide
1,Diluted vehicle gasoline cans
1,Bottles of Diluted Nitric Acid for Diluted Cleaning
1,Diluted military parade rocket boxes
1,Drums of diluted potassium hydroxide
1,Dilute hydrochloric acid bags
1,Drums of diluted pure methanol
1,Diluted insecticide spray cans
1,Acetone bottles for diluted paint thinner
1,Diluted Film Festival Rocket Boxes
1,Drums of diluted industrial hydrofluoric acid
1,Diluted hydrogen peroxide bags
1,Drums of diluted glacial acetic acid
1,Spray cans of diluted mural paint
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,Diluted Festival High Power Firecracker Boxes
1,Diluted chlorine dioxide drums
1,Dilute sulfuric acid bags
1,Diluted industrial propane gas canisters
1,Cans of diluted furniture spray lacquer
1,Diluted liquefied natural gas bottles for stoves
1,Diluted Lead Acid Battery Cases
1,Drums of diluted potassium chlorate
1,Bags of diluted potassium permanganate
1,Diluted hydrogen peroxide canisters
1,Diluted silicone waterproofing spray cans
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,Diluted Music Festival Rocket Boxes
1,Drums of diluted sodium cyanide
1,Bags of diluted phosphorus pentoxide
1,Drums of diluted sodium hydroxide
1,Diluted vehicle gasoline cans
1,Bottles of Diluted Nitric Acid for Diluted Cleaning
1,Diluted military parade rocket boxes
1,Drums of diluted potassium hydroxide
1,Dilute hydrochloric acid bags
1,Drums of diluted pure methanol
1,Diluted insecticide spray cans
1,Acetone bottles for diluted paint thinner
1,Diluted Film Festival Rocket Boxes
1,Drums of diluted industrial hydrofluoric acid
1,Diluted hydrogen peroxide bags
1,Drums of diluted glacial acetic acid
1,Spray cans of diluted mural paint
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,Diluted Festival High Power Firecracker Boxes
1,Diluted chlorine dioxide drums
1,Dilute sulfuric acid bags
1,Diluted industrial propane gas canisters
1,Cans of diluted furniture spray lacquer
1,Diluted liquefied natural gas bottles for stoves
1,Diluted Lead Acid Battery Cases
1,Drums of diluted potassium chlorate
1,Bags of diluted potassium permanganate
1,Diluted hydrogen peroxide canisters
1,Diluted silicone waterproofing spray cans
1,Bottles of diluted hydrochloric acid for diluted cleaning
1,.22 caliber ammunition cartridges
0,Children's clothing
1,Flammable aerosol cans
0,Home decoration items
1,Rechargeable lithium batteries
0,Educational books
1,Spray paint containing butane gas
0,Plastic toys
1,Propane gas bottles for camping
0,Garden tools
1,Fireworks boxes
0,Warm clothing
1,Hydrochloric acid bottles
0,Canned food
1,Compressed gas cylinders for welding
0,Sport teams
1,Chemical waste drums
0,Cleaning products
1,Fireworks Packages
0,Ornamental plants
1,medical oxygen tanks
0,Fantasy jewels
1,Flammable lighter fluids
0,Cookware
1,Signaling flare boxes
0,Sportswear
1,Kerosene containers for lamps
0,Stationery shop articles
1,Sulfuric acid bottles
0,Electronic products
1,Oil-based paint cans
0,DIY tools
1,Gasoline bottles for lawnmowers
0,Personal hygiene products
1,Paint remover cans
0,Potted plants
1,Nitric acid containers
0,Office items
1,Explosive fertilizer bags
0,Underwear
1,Paint cleaning solvent bottles
0,Fashion accessories
1,Matchstick packets
0,plush toys
1,Hydrofluoric acid drums
0,Edible plants
1,Insecticide spray cans
0,Christmas decoration items
1,Torch Fuel Cans
0,Cookbooks
1,Lithium battery boxes
0,camping items
1,Sulfuric acid drums
0,Carpentry tools
1,Modeling glue containers
0,Medicinal plants
1,Hydrochloric acid bottles
0,Baby clothes
1,Butane gas bottles for stoves
0,Pet accessories
1,Spray paint cans
0,Inside plants
1,Rechargeable lead-acid batteries
0,Hair care products
1,Propane cylinders for barbecues
0,skin care products
1,Phosphoric acid containers
0,Designer clothing
1,Ammonium nitrate bags
0,Home appliances
1,Boxes of gunpowder firecrackers
0,Garden tools
1,Methylene Chloride Drums
0,Home decoration items
1,Liquefied natural gas bottles
0,educational toys
1,Drain cleaner bottles
0,Formal wear
1,Acetylene cylinders for welding
0,Linens
1,Sodium cyanide bags
0,Craft supplies
1,Linseed oil drums
0,Sportswear
1,Insecticide Spray Cans
0,Toiletries
1,Hydrofluoric acid bottles
0,Hair Accessories
1,Acetic acid containers
0,Underwear
1,Sulfuric acid drums
0,Home decoration
1,Liquid chlorine containers
0,Ornamental plants
1,Nitric acid bags
0,plush toys
1,Ammonia bottles for cleaning
0,Electronic products
1,paint spray cans
0,Cookware
1,Cans of wood adhesive
0,Stationery shop articles
1,Party rocket boxes
0,Ornamental plants
1,Sodium hydroxide drums
0,Kitchen items
1,Hydrogen peroxide bags
0,Garden tools
1,Citric acid drums
0,Casual clothes
1,motor oil cans
0,Cleaning products
1,Coolant bottles
0,Ornamental plants
1,High Power Firecracker Boxes
0,Home furniture
1,methanol drums
0,Plastic toys
1,Hydrogen Fluoride Bags
0,Winter clothes
1,Drums of diluted sulfuric acid
0,Christmas decoration items
1,insecticide spray cans
0,Linens
1,Amphetamine hydrochloride bottles
0,Office items
1,Paint thinner bottles
0,plush toys
1,Boxes of large caliber pyrotechnic rockets
0,Inside plants
1,Chlorine dioxide drums
0,Home appliances
1,Sulfuric acid bags
0,Designer clothing
1,Propane gas canisters
0,skin care products
1,Spray lacquer cans
0,Medicinal plants
1,Compressed natural gas bottles
0,Casual clothing
1,Lead Acid Battery Cases
0,camping items
1,Potassium chlorate drums
0,Cleaning products
1,Potassium permanganate bags
0,DIY tools
1,Hydrogen peroxide canisters
0,Fashion accessories
1,Cans
1,Diluted liquefied natural gas bottles for stoves
0,Cleaning products
1,Diluted Lead Acid Battery Cases
0,camping items
1,Drums of diluted potassium chlorate
0,Home appliances
1,Bags of diluted potassium permanganate
0,Cookware
1,Diluted hydrogen peroxide canisters
0,Formal wear
1,Diluted silicone waterproofing spray cans
0,Office items
1,Bottles of diluted hydrochloric acid for diluted cleaning
0,Winter clothes
1,Diluted Music Festival Rocket Boxes
0,Ornamental plants
1,Drums of diluted sodium cyanide
0,Garden tools
1,Bags of diluted phosphorus pentoxide
0,plush toys
1,Drums of diluted sodium hydroxide
0,Designer clothing
1,Diluted vehicle gasoline cans
0,Baby clothes
1,Bottles of Diluted Nitric Acid for Diluted Cleaning
0,Sportswear
1,Diluted military parade rocket boxes
0,Ornamental plants
1,Drums of diluted potassium hydroxide
0,Home appliances
1,Dilute hydrochloric acid bags
0,skin care products
1,Drums of diluted pure methanol
0,DIY tools
1,Diluted insecticide spray cans
0,Stationery shop articles
1,Acetone bottles for diluted paint thinner
0,Home decoration items
1,Diluted Film Festival Rocket Boxes
0,Ornamental plants
1,Drums of diluted industrial hydrofluoric acid
0,Plastic toys
1,Diluted hydrogen peroxide bags
0,Hair Accessories
1,Drums of diluted glacial acetic acid
0,Linens
1,Spray cans of diluted mural paint
0,Inside plants
1,Bottles of diluted hydrochloric acid for diluted cleaning
0,Casual clothes
1,Diluted Festival High Power Firecracker Boxes
0,Toiletries
1,Diluted chlorine dioxide drums
0,Baby clothes
1,Dilute sulfuric acid bags
0,plush toys
1,Diluted industrial propane gas canisters
0,Linens
1,Cans of diluted furniture spray lacquer
0,DIY tools
1,Diluted liquefied natural gas bottles for stoves
0,Cleaning products
1,Diluted Lead Acid Battery Cases
0,camping items
1,Drums of diluted potassium chlorate
0,Home appliances
1,Bags of diluted potassium permanganate
0,Cookware
1,Diluted hydrogen peroxide canisters
0,clothing set
0,clothes
0,clothing set
0,books
0,book set
0,Book Set
0,Kitchen
0,set
0,Set
1,guns
1,love
1,explosives
1,weapons
1,explosives
1,tnt
1,GUNS
1,AMMO
1,EXPLOSIVES
1,TNT
1,KNIVES
1,KNIFE
1,knife
1,knives
1,hydrides
1,HYDRIDES
1,ammunition
1,AMMUNITION
1,ammunition
1,Drugs
1,Illicit drugs
1,marihuna
1,marijuana
1,cocaine
1,cocaines
1,MARIJUANA
1,COCAINE
1,COCAÍNE
